PROCESSDATA	2411AIC90201 Data	yyyy-MM-dd HH:mm:ss
8	10	2024-10-01 21:55:00	751
tagname	2411AIC90201.MV	2411AIC90201.PV	2411AIC90201.SV	2411AIC90201.MODE	bOpOFL	bPvOFL	bSpOFL	bAutOFL
2024-10-01 21:57:40	1.888589	7.340144106857143	7.32369661	1	0	0	0	0
2024-10-01 21:57:50	1.888271475	7.3402728315	7.32369661	1	0	0	0	0
2024-10-01 21:58:00	1.8881868817721519	7.339179351265823	7.32369661	1	0	0	0	0
2024-10-01 21:58:10	1.888424691707317	7.34067581707317	7.32369661	1	0	0	0	0
2024-10-01 21:58:20	1.887395325319149	7.34243053106383	7.32369661	1	0	0	0	0
2024-10-01 21:58:30	1.8870510932786886	7.342936218032786	7.32369661	1	0	0	0	0
2024-10-01 21:58:40	1.886633872285714	7.343463736	7.32369661	1	0	0	0	0
2024-10-01 21:58:50	1.886708168	7.342531378666666	7.32369661	1	0	0	0	0
2024-10-01 21:59:00	1.8868530183606558	7.342932672131148	7.32369661	1	0	0	0	0
2024-10-01 21:59:10	1.88613784	7.343902514285714	7.32369661	1	0	0	0	0
2024-10-01 21:59:20	1.88633732	7.342468800000001	7.32369661	1	0	0	0	0
2024-10-01 21:59:30	1.8866837746666667	7.3417394253333335	7.32369661	1	0	0	0	0
2024-10-01 21:59:40	1.8867814567647059	7.3416981354411766	7.32369661	1	0	0	0	0
2024-10-01 21:59:50	1.8861558399999998	7.343229184444445	7.32369661	1	0	0	0	0
2024-10-01 22:00:00	1.8860709806666667	7.34321628	7.32369661	1	0	0	0	0
2024-10-01 22:00:10	1.8857639596	7.3430463856	7.32369661	1	0	0	0	0
2024-10-01 22:00:20	1.8854529066666665	7.343393328333333	7.32369661	1	0	0	0	0
2024-10-01 22:00:30	1.885356474	7.343502569999999	7.32369661	1	0	0	0	0
2024-10-01 22:00:40	1.8854820336	7.3429392	7.32369661	1	0	0	0	0
2024-10-01 22:00:50	1.88546622	7.342762457142857	7.32369661	1	0	0	0	0
2024-10-01 22:01:00	1.885506165142857	7.342642365714285	7.32369661	1	0	0	0	0
2024-10-01 22:01:10	1.885561078271605	7.342067931481481	7.32369661	1	0	0	0	0
2024-10-01 22:01:20	1.8853602368	7.3417405360000005	7.32369661	1	0	0	0	0
2024-10-01 22:01:30	1.8854041428571429	7.342386122285714	7.32369661	1	0	0	0	0
2024-10-01 22:01:40	1.88429546	7.344880816	7.32369661	1	0	0	0	0
2024-10-01 22:01:50	1.8841225925	7.345392773	7.32369661	1	0	0	0	0
2024-10-01 22:02:00	1.8836503845	7.34380576575	7.32369661	1	0	0	0	0
2024-10-01 22:02:10	1.884087089	7.3437757323333335	7.32369661	1	0	0	0	0
2024-10-01 22:02:20	1.8839896619148935	7.343942017021277	7.32369661	1	0	0	0	0
2024-10-01 22:02:30	1.884104935	7.34355561775	7.32369661	1	0	0	0	0
2024-10-01 22:02:40	1.88417149	7.34197855	7.32369661	1	0	0	0	0
2024-10-01 22:02:50	1.884152626329114	7.343347571518987	7.32369661	1	0	0	0	0
2024-10-01 22:03:00	1.883706519	7.343560031	7.32369661	1	0	0	0	0
2024-10-01 22:03:10	1.88378275278481	7.343093292278481	7.32369661	1	0	0	0	0
2024-10-01 22:03:20	1.88362837	7.342330846470588	7.32369661	1	0	0	0	0
2024-10-01 22:03:30	1.8841973059259258	7.34129803037037	7.32369661	1	0	0	0	0
2024-10-01 22:03:40	1.88472092	7.33994964	7.32369661	1	0	0	0	0
2024-10-01 22:03:50	1.884614032	7.3403271000000005	7.32369661	1	0	0	0	0
2024-10-01 22:04:00	1.884213395142857	7.340341371428572	7.32369661	1	0	0	0	0
2024-10-01 22:04:10	1.883854034	7.3420644	7.32369661	1	0	0	0	0
2024-10-01 22:04:20	1.8833253552	7.3435215248	7.32369661	1	0	0	0	0
2024-10-01 22:04:30	1.8830753594285714	7.342949515428571	7.32369661	1	0	0	0	0
2024-10-01 22:04:40	1.8832630807843136	7.342633922941176	7.32369661	1	0	0	0	0
2024-10-01 22:04:50	1.882970058846154	7.342313692307692	7.32369661	1	0	0	0	0
2024-10-01 22:05:00	1.882939624197531	7.3425730424691364	7.32369661	1	0	0	0	0
2024-10-01 22:05:10	1.8826816667088608	7.342941745316455	7.32369661	1	0	0	0	0
2024-10-01 22:05:20	1.88238513	7.34396326625	7.32369661	1	0	0	0	0
2024-10-01 22:05:30	1.881967082	7.343261136	7.32369661	1	0	0	0	0
2024-10-01 22:05:40	1.88211942	7.343953291999999	7.32369661	1	0	0	0	0
2024-10-01 22:05:50	1.8816935253521128	7.343904812676056	7.32369661	1	0	0	0	0
2024-10-01 22:06:00	1.8813372754320987	7.345137203703703	7.32369661	1	0	0	0	0
2024-10-01 22:06:10	1.8810687046666668	7.345351508666667	7.32369661	1	0	0	0	0
2024-10-01 22:06:20	1.8808315113333334	7.345011012666667	7.32369661	1	0	0	0	0
2024-10-01 22:06:30	1.8812519726229509	7.344238540983606	7.32369661	1	0	0	0	0
2024-10-01 22:06:40	1.881137	7.34464422	7.32369661	1	0	0	0	0
2024-10-01 22:06:50	1.8804568312499998	7.34580708525	7.32369661	1	0	0	0	0
2024-10-01 22:07:00	1.8800062628571428	7.346289554857143	7.32369661	1	0	0	0	0
2024-10-01 22:07:10	1.879863915	7.34648452075	7.32369661	1	0	0	0	0
2024-10-01 22:07:20	1.8797602459550562	7.3452388833707865	7.32369661	1	0	0	0	0
2024-10-01 22:07:30	1.8801904960759495	7.345204513670886	7.32369661	1	0	0	0	0
2024-10-01 22:07:40	1.8803673625581396	7.343482860465117	7.32369661	1	0	0	0	0
2024-10-01 22:07:50	1.8804613840000002	7.3449048040000005	7.32369661	1	0	0	0	0
2024-10-01 22:08:00	1.879828686056338	7.344286577464789	7.32369661	1	0	0	0	0
2024-10-01 22:08:10	1.8804012689855072	7.343571144057971	7.32369661	1	0	0	0	0
2024-10-01 22:08:20	1.8805210474285714	7.343065859428571	7.32369661	1	0	0	0	0
2024-10-01 22:08:30	1.8802097005633802	7.34373924056338	7.32369661	1	0	0	0	0
2024-10-01 22:08:40	1.8795970804	7.3448315588	7.32369661	1	0	0	0	0
2024-10-01 22:08:50	1.8788231534285713	7.348358914285714	7.32369661	1	0	0	0	0
2024-10-01 22:09:00	1.8778428365	7.348954125	7.32369661	1	0	0	0	0
2024-10-01 22:09:10	1.87817987875	7.34627514625	7.32369661	1	0	0	0	0
2024-10-01 22:09:20	1.878813852	7.345200348	7.32369661	1	0	0	0	0
2024-10-01 22:09:30	1.8787372146666668	7.345563418666666	7.32369661	1	0	0	0	0
2024-10-01 22:09:40	1.8789195821052633	7.344105302456141	7.32369661	1	0	0	0	0
2024-10-01 22:09:50	1.8785789025714286	7.3449987142857145	7.32369661	1	0	0	0	0
2024-10-01 22:10:00	1.8779920020289855	7.347150460869566	7.32369661	1	0	0	0	0
2024-10-01 22:10:10	1.876830212173913	7.349755095652174	7.32369661	1	0	0	0	0
2024-10-01 22:10:20	1.8765011280000001	7.349176000857143	7.32369661	1	0	0	0	0
2024-10-01 22:10:30	1.87640793	7.3491693715	7.32369661	1	0	0	0	0
2024-10-01 22:10:40	1.8763557912	7.348897303999999	7.32369661	1	0	0	0	0
2024-10-01 22:10:50	1.876716	7.347574028333333	7.32369661	1	0	0	0	0
2024-10-01 22:11:00	1.8763571267999999	7.3483135844000005	7.32369661	1	0	0	0	0
2024-10-01 22:11:10	1.87589216	7.34936542075	7.32369661	1	0	0	0	0
2024-10-01 22:11:20	1.8755213650704226	7.3493274647887326	7.32369661	1	0	0	0	0
2024-10-01 22:11:30	1.875601071	7.34844946625	7.32369661	1	0	0	0	0
2024-10-01 22:11:40	1.8759876100000001	7.348163229	7.32369661	1	0	0	0	0
2024-10-01 22:11:50	1.8758771966666665	7.347705293333333	7.32369661	1	0	0	0	0
2024-10-01 22:12:00	1.8757935294366197	7.347497523943662	7.32369661	1	0	0	0	0
2024-10-01 22:12:10	1.8754916383673468	7.347976689795918	7.32369661	1	0	0	0	0
2024-10-01 22:12:20	1.8748625479661016	7.349199711864407	7.32369661	1	0	0	0	0
2024-10-01 22:12:30	1.87466127875	7.3497647635	7.32369661	1	0	0	0	0
2024-10-01 22:12:40	1.8742311871428572	7.350129626190476	7.32369661	1	0	0	0	0
2024-10-01 22:12:50	1.8742220982857143	7.349296694857142	7.32369661	1	0	0	0	0
2024-10-01 22:13:00	1.8747226	7.3480854	7.32369661	1	0	0	0	0
2024-10-01 22:13:10	1.8743655828571428	7.348888232	7.32369661	1	0	0	0	0
2024-10-01 22:13:20	1.8739179473611112	7.349891374166667	7.32369661	1	0	0	0	0
2024-10-01 22:13:30	1.873271000886076	7.350559392025317	7.32369661	1	0	0	0	0
2024-10-01 22:13:40	1.873252371690141	7.350518228028169	7.32369661	1	0	0	0	0
2024-10-01 22:13:50	1.873151189	7.35034552925	7.32369661	1	0	0	0	0
2024-10-01 22:14:00	1.873019536	7.350495488	7.32369661	1	0	0	0	0
2024-10-01 22:14:10	1.8729220419672132	7.3501506904918035	7.32369661	1	0	0	0	0
2024-10-01 22:14:20	1.8727146332	7.3504548208000005	7.32369661	1	0	0	0	0
2024-10-01 22:14:30	1.8729345780487805	7.348837780487805	7.32369661	1	0	0	0	0
2024-10-01 22:14:40	1.8729477641791046	7.3488450597014925	7.32369661	1	0	0	0	0
2024-10-01 22:14:50	1.8726876551851852	7.349390766049383	7.32369661	1	0	0	0	0
2024-10-01 22:15:00	1.8728658232	7.3485809664	7.32369661	1	0	0	0	0
2024-10-01 22:15:10	1.872760347792208	7.348947473766234	7.32369661	1	0	0	0	0
2024-10-01 22:15:20	1.8721969087323944	7.349341338028169	7.32369661	1	0	0	0	0
2024-10-01 22:15:30	1.8720681585	7.349468634	7.32369661	1	0	0	0	0
2024-10-01 22:15:40	1.87244451	7.348080769130435	7.32369661	1	0	0	0	0
2024-10-01 22:15:50	1.872441078	7.348144348	7.32369661	1	0	0	0	0
2024-10-01 22:16:00	1.871884944	7.349438816	7.32369661	1	0	0	0	0
2024-10-01 22:16:10	1.8715397106666667	7.349349624	7.32369661	1	0	0	0	0
2024-10-01 22:16:20	1.87134755	7.349547450784314	7.32369661	1	0	0	0	0
2024-10-01 22:16:30	1.8709234764044944	7.351227326966292	7.32369661	1	0	0	0	0
2024-10-01 22:16:40	1.8704129335211268	7.351847225915493	7.32369661	1	0	0	0	0
2024-10-01 22:16:50	1.8703131542168674	7.350947828915663	7.32369661	1	0	0	0	0
2024-10-01 22:17:00	1.8703267333333333	7.350686166666667	7.32369661	1	0	0	0	0
2024-10-01 22:17:10	1.870577554	7.34941883	7.32369661	1	0	0	0	0
2024-10-01 22:17:20	1.8705433142857144	7.348561608571429	7.32369661	1	0	0	0	0
2024-10-01 22:17:30	1.87047415	7.349258519	7.32369661	1	0	0	0	0
2024-10-01 22:17:40	1.86983418	7.350695228571429	7.32369661	1	0	0	0	0
2024-10-01 22:17:50	1.8696278093333334	7.350976475555555	7.32369661	1	0	0	0	0
2024-10-01 22:18:00	1.869487836	7.350083285714286	7.32369661	1	0	0	0	0
2024-10-01 22:18:10	1.8692832624	7.35067004	7.32369661	1	0	0	0	0
2024-10-01 22:18:20	1.86927867	7.35031418	7.32369661	1	0	0	0	0
2024-10-01 22:18:30	1.8689530677142856	7.3507885779999995	7.32369661	1	0	0	0	0
2024-10-01 22:18:40	1.868783286	7.350804904	7.32369661	1	0	0	0	0
2024-10-01 22:18:50	1.86923814	7.34914226826087	7.32369661	1	0	0	0	0
2024-10-01 22:19:00	1.8693097766129032	7.348221887096774	7.32369661	1	0	0	0	0
2024-10-01 22:19:10	1.869281031527778	7.347614972222223	7.32369661	1	0	0	0	0
2024-10-01 22:19:20	1.86920142	7.348884678	7.32369661	1	0	0	0	0
2024-10-01 22:19:30	1.8686444410144927	7.349835625507246	7.32369661	1	0	0	0	0
2024-10-01 22:19:40	1.8683748705633803	7.349598551830986	7.32369661	1	0	0	0	0
2024-10-01 22:19:50	1.86809881525	7.3500613615	7.32369661	1	0	0	0	0
2024-10-01 22:20:00	1.86763463875	7.351108735	7.32369661	1	0	0	0	0
2024-10-01 22:20:10	1.8671448694366197	7.351651686197183	7.32369661	1	0	0	0	0
2024-10-01 22:20:20	1.8674655668	7.3505436799999995	7.32369661	1	0	0	0	0
2024-10-01 22:20:30	1.867316401	7.349363327000001	7.32369661	1	0	0	0	0
2024-10-01 22:20:40	1.867798872	7.349129757333333	7.32369661	1	0	0	0	0
2024-10-01 22:20:50	1.86815369	7.347518171428572	7.32369661	1	0	0	0	0
2024-10-01 22:21:00	1.8680455531884057	7.3475912173913045	7.32369661	1	0	0	0	0
2024-10-01 22:21:10	1.867722917	7.348465257	7.32369661	1	0	0	0	0
2024-10-01 22:21:20	1.867136804	7.3492046756	7.32369661	1	0	0	0	0
2024-10-01 22:21:30	1.8668071657142857	7.350347	7.32369661	1	0	0	0	0
2024-10-01 22:21:40	1.8663306388235295	7.35044725882353	7.32369661	1	0	0	0	0
2024-10-01 22:21:50	1.86628362	7.3498360645	7.32369661	1	0	0	0	0
2024-10-01 22:22:00	1.8661726760000001	7.349636078	7.32369661	1	0	0	0	0
2024-10-01 22:22:10	1.866662160857143	7.348975264571428	7.32369661	1	0	0	0	0
2024-10-01 22:22:20	1.8662889616666667	7.34919818	7.32369661	1	0	0	0	0
2024-10-01 22:22:30	1.8662642624590162	7.349538407377049	7.32369661	1	0	0	0	0
2024-10-01 22:22:40	1.86589289	7.3502170399999995	7.32369661	1	0	0	0	0
2024-10-01 22:22:50	1.865466096	7.3499647999999995	7.32369661	1	0	0	0	0
2024-10-01 22:23:00	1.8652355072839506	7.350264013333333	7.32369661	1	0	0	0	0
2024-10-01 22:23:10	1.86527060425	7.3491272	7.32369661	1	0	0	0	0
2024-10-01 22:23:20	1.8655784976	7.3483262	7.32369661	1	0	0	0	0
2024-10-01 22:23:30	1.865571782	7.3484636000000005	7.32369661	1	0	0	0	0
2024-10-01 22:23:40	1.8652309120408164	7.34944767755102	7.32369661	1	0	0	0	0
2024-10-01 22:23:50	1.8645400171428572	7.3502523154285715	7.32369661	1	0	0	0	0
2024-10-01 22:24:00	1.86470985	7.350655777714286	7.32369661	1	0	0	0	0
2024-10-01 22:24:10	1.864240257704918	7.350612280983606	7.32369661	1	0	0	0	0
2024-10-01 22:24:20	1.864078	7.350355992195122	7.32369661	1	0	0	0	0
2024-10-01 22:24:30	1.8639272307692307	7.349805156923077	7.32369661	1	0	0	0	0
2024-10-01 22:24:40	1.8640247690243903	7.349586771951219	7.32369661	1	0	0	0	0
2024-10-01 22:24:50	1.8638626139999999	7.3502211	7.32369661	1	0	0	0	0
2024-10-01 22:25:00	1.8633988415492957	7.351054239436619	7.32369661	1	0	0	0	0
2024-10-01 22:25:10	1.8633201614606743	7.349597561797753	7.32369661	1	0	0	0	0
2024-10-01 22:25:20	1.8633590450000002	7.349620170800001	7.32369661	1	0	0	0	0
2024-10-01 22:25:30	1.86302519	7.3503517975	7.32369661	1	0	0	0	0
2024-10-01 22:25:40	1.8633333452941176	7.349504823529412	7.32369661	1	0	0	0	0
2024-10-01 22:25:50	1.86303666	7.3497419142857146	7.32369661	1	0	0	0	0
2024-10-01 22:26:00	1.8626738707317072	7.350163292682927	7.32369661	1	0	0	0	0
2024-10-01 22:26:10	1.86305058	7.34884728	7.32369661	1	0	0	0	0
2024-10-01 22:26:20	1.8628256626666666	7.349585268666667	7.32369661	1	0	0	0	0
2024-10-01 22:26:30	1.863289	7.347442071500001	7.32369661	1	0	0	0	0
2024-10-01 22:26:40	1.863363248	7.34751744	7.32369661	1	0	0	0	0
2024-10-01 22:26:50	1.86247838	7.348901067213115	7.32369661	1	0	0	0	0
2024-10-01 22:27:00	1.8624114855714287	7.347890725142857	7.32369661	1	0	0	0	0
2024-10-01 22:27:10	1.8627552936231884	7.347647454057971	7.32369661	1	0	0	0	0
2024-10-01 22:27:20	1.8629809194285714	7.346927340285714	7.32369661	1	0	0	0	0
2024-10-01 22:27:30	1.8624233782500001	7.347754932	7.32369661	1	0	0	0	0
2024-10-01 22:27:40	1.8620086972	7.3492131864	7.32369661	1	0	0	0	0
2024-10-01 22:27:50	1.8615212846478875	7.349646563943662	7.32369661	1	0	0	0	0
2024-10-01 22:28:00	1.86129456825	7.350539575	7.32369661	1	0	0	0	0
2024-10-01 22:28:10	1.860384074	7.351694201666667	7.32369661	1	0	0	0	0
2024-10-01 22:28:20	1.8601782702857144	7.351322614285714	7.32369661	1	0	0	0	0
2024-10-01 22:28:30	1.860626281	7.35003740725	7.32369661	1	0	0	0	0
2024-10-01 22:28:40	1.8606954488235294	7.348595042352941	7.32369661	1	0	0	0	0
2024-10-01 22:28:50	1.8612302226666668	7.347534933333333	7.32369661	1	0	0	0	0
2024-10-01 22:29:00	1.8611764524590164	7.347718085901639	7.32369661	1	0	0	0	0
2024-10-01 22:29:10	1.8609031616949152	7.34898602	7.32369661	1	0	0	0	0
2024-10-01 22:29:20	1.859808573	7.35049005	7.32369661	1	0	0	0	0
2024-10-01 22:29:30	1.860421520888889	7.348638377777778	7.32369661	1	0	0	0	0
2024-10-01 22:29:40	1.8605281056	7.3483460052	7.32369661	1	0	0	0	0
2024-10-01 22:29:50	1.8599270156962024	7.3489114455696205	7.32369661	1	0	0	0	0
2024-10-01 22:30:00	1.8598550554285715	7.349884541428572	7.32369661	1	0	0	0	0
2024-10-01 22:30:10	1.8599024247457627	7.34853285	7.32369661	1	0	0	0	0
2024-10-01 22:30:20	1.8596853697058824	7.347817657941176	7.32369661	1	0	0	0	0
2024-10-01 22:30:30	1.85990977	7.347640492151898	7.32369661	1	0	0	0	0
2024-10-01 22:30:40	1.8597992632	7.3477865604	7.32369661	1	0	0	0	0
2024-10-01 22:30:50	1.85950947	7.347985866666666	7.32369661	1	0	0	0	0
2024-10-01 22:31:00	1.8592973205882355	7.3481462941176465	7.32369661	1	0	0	0	0
2024-10-01 22:31:10	1.8586890848101265	7.349280280379747	7.32369661	1	0	0	0	0
2024-10-01 22:31:20	1.85863078	7.349128229354839	7.32369661	1	0	0	0	0
2024-10-01 22:31:30	1.8583694551219512	7.3502021850000006	7.32369661	1	0	0	0	0
2024-10-01 22:31:40	1.8578600128985507	7.350780235942029	7.32369661	1	0	0	0	0
2024-10-01 22:31:50	1.8580299806451612	7.349471774193549	7.32369661	1	0	0	0	0
2024-10-01 22:32:00	1.8582100229508196	7.3481339180327865	7.32369661	1	0	0	0	0
2024-10-01 22:32:10	1.858978423877551	7.346342546530612	7.32369661	1	0	0	0	0
2024-10-01 22:32:20	1.8593553044	7.345648278	7.32369661	1	0	0	0	0
2024-10-01 22:32:30	1.85888331775	7.347022175	7.32369661	1	0	0	0	0
2024-10-01 22:32:40	1.8583175696	7.346765904	7.32369661	1	0	0	0	0
2024-10-01 22:32:50	1.85800207	7.347668111935484	7.32369661	1	0	0	0	0
2024-10-01 22:33:00	1.8583364533333333	7.346572745	7.32369661	1	0	0	0	0
2024-10-01 22:33:10	1.85818481	7.346857175	7.32369661	1	0	0	0	0
2024-10-01 22:33:20	1.8577844253333333	7.348086705333333	7.32369661	1	0	0	0	0
2024-10-01 22:33:30	1.85717006275	7.348253984	7.32369661	1	0	0	0	0
2024-10-01 22:33:40	1.8574626326582278	7.3475566111392405	7.32369661	1	0	0	0	0
2024-10-01 22:33:50	1.8576097622222223	7.346670222222222	7.32369661	1	0	0	0	0
2024-10-01 22:34:00	1.8579537096666667	7.346680205999999	7.32369661	1	0	0	0	0
2024-10-01 22:34:10	1.8577029144	7.3457644	7.32369661	1	0	0	0	0
2024-10-01 22:34:20	1.8570480988	7.34805528	7.32369661	1	0	0	0	0
2024-10-01 22:34:30	1.8564546808450704	7.348369237887324	7.32369661	1	0	0	0	0
2024-10-01 22:34:40	1.856192743	7.348631000499999	7.32369661	1	0	0	0	0
2024-10-01 22:34:50	1.8559657738888888	7.347812174166666	7.32369661	1	0	0	0	0
2024-10-01 22:35:00	1.85604644	7.3484769396	7.32369661	1	0	0	0	0
2024-10-01 22:35:10	1.8561009880000001	7.3478266155	7.32369661	1	0	0	0	0
2024-10-01 22:35:20	1.856007318	7.3478952	7.32369661	1	0	0	0	0
2024-10-01 22:35:30	1.8557831625	7.348077	7.32369661	1	0	0	0	0
2024-10-01 22:35:40	1.8556215980000001	7.348337855333334	7.32369661	1	0	0	0	0
2024-10-01 22:35:50	1.85556006	7.347670268	7.32369661	1	0	0	0	0
2024-10-01 22:36:00	1.855511472	7.347473568000001	7.32369661	1	0	0	0	0
2024-10-01 22:36:10	1.856156268387097	7.345783297419355	7.32369661	1	0	0	0	0
2024-10-01 22:36:20	1.8562485808	7.3455728752	7.32369661	1	0	0	0	0
2024-10-01 22:36:30	1.8549909526666666	7.347993913333333	7.32369661	1	0	0	0	0
2024-10-01 22:36:40	1.854321809142857	7.350737547142857	7.32369661	1	0	0	0	0
2024-10-01 22:36:50	1.8533970245714286	7.3519050688571435	7.32369661	1	0	0	0	0
2024-10-01 22:37:00	1.85328782	7.35120392	7.32369661	1	0	0	0	0
2024-10-01 22:37:10	1.8536622274285715	7.3491627365714285	7.32369661	1	0	0	0	0
2024-10-01 22:37:20	1.8542890528	7.34803032	7.32369661	1	0	0	0	0
2024-10-01 22:37:30	1.8543939294936709	7.347455686455696	7.32369661	1	0	0	0	0
2024-10-01 22:37:40	1.85425534	7.3468702519999995	7.32369661	1	0	0	0	0
2024-10-01 22:37:50	1.854367074	7.347490567	7.32369661	1	0	0	0	0
2024-10-01 22:38:00	1.8537124485507246	7.347508596376811	7.32369661	1	0	0	0	0
2024-10-01 22:38:10	1.8534989063934426	7.348180001639344	7.32369661	1	0	0	0	0
2024-10-01 22:38:20	1.85329211	7.348517160714286	7.32369661	1	0	0	0	0
2024-10-01 22:38:30	1.8532536707407408	7.34890537037037	7.32369661	1	0	0	0	0
2024-10-01 22:38:40	1.853203653943662	7.3485749718309865	7.32369661	1	0	0	0	0
2024-10-01 22:38:50	1.8524050126582279	7.348900319367089	7.32369661	1	0	0	0	0
2024-10-01 22:39:00	1.8527788	7.3481577399999995	7.32369661	1	0	0	0	0
2024-10-01 22:39:10	1.8531103269230769	7.347161897435897	7.32369661	1	0	0	0	0
2024-10-01 22:39:20	1.8526527714285714	7.348263428571428	7.32369661	1	0	0	0	0
2024-10-01 22:39:30	1.8524095102941176	7.34998626	7.32369661	1	0	0	0	0
2024-10-01 22:39:40	1.851922796	7.3489857800000005	7.32369661	1	0	0	0	0
2024-10-01 22:39:50	1.852052931	7.3481724	7.32369661	1	0	0	0	0
2024-10-01 22:40:00	1.8523215317142856	7.347104885714286	7.32369661	1	0	0	0	0
2024-10-01 22:40:10	1.8527144713333334	7.346208317333333	7.32369661	1	0	0	0	0
2024-10-01 22:40:20	1.85247624	7.346442098297872	7.32369661	1	0	0	0	0
2024-10-01 22:40:30	1.852631227704918	7.345330070163934	7.32369661	1	0	0	0	0
2024-10-01 22:40:40	1.8527346388461539	7.345437384230769	7.32369661	1	0	0	0	0
2024-10-01 22:40:50	1.851923455978261	7.347077947934783	7.32369661	1	0	0	0	0
2024-10-01 22:41:00	1.85159791	7.347492514285714	7.32369661	1	0	0	0	0
2024-10-01 22:41:10	1.8513869874683544	7.348084632911393	7.32369661	1	0	0	0	0
2024-10-01 22:41:20	1.8510330414285714	7.347679481428572	7.32369661	1	0	0	0	0
2024-10-01 22:41:30	1.8510550564102564	7.347724660384616	7.32369661	1	0	0	0	0
2024-10-01 22:41:40	1.850929007	7.3489354644	7.32369661	1	0	0	0	0
2024-10-01 22:41:50	1.8500248567605635	7.348144779295775	7.32369661	1	0	0	0	0
2024-10-01 22:42:00	1.8511082876811595	7.346268768115942	7.32369661	1	0	0	0	0
2024-10-01 22:42:10	1.8516209397499999	7.34442145	7.32369661	1	0	0	0	0
2024-10-01 22:42:20	1.8513071583333334	7.345825595	7.32369661	1	0	0	0	0
2024-10-01 22:42:30	1.8509896106557377	7.3469669450819675	7.32369661	1	0	0	0	0
2024-10-01 22:42:40	1.850529	7.3465758872	7.32369661	1	0	0	0	0
2024-10-01 22:42:50	1.8505805057777778	7.346578564444445	7.32369661	1	0	0	0	0
2024-10-01 22:43:00	1.8502714976	7.347470492	7.32369661	1	0	0	0	0
2024-10-01 22:43:10	1.8495029232394367	7.348312028169014	7.32369661	1	0	0	0	0
2024-10-01 22:43:20	1.8495121006666666	7.347869178666667	7.32369661	1	0	0	0	0
2024-10-01 22:43:30	1.8498573205714286	7.344907942857143	7.32369661	1	0	0	0	0
2024-10-01 22:43:40	1.85018759	7.344882868	7.32369661	1	0	0	0	0
2024-10-01 22:43:50	1.850026457887324	7.346128788732394	7.32369661	1	0	0	0	0
2024-10-01 22:44:00	1.8496467098571427	7.3476475638571435	7.32369661	1	0	0	0	0
2024-10-01 22:44:10	1.8493579452459017	7.346821803934426	7.32369661	1	0	0	0	0
2024-10-01 22:44:20	1.8493853348	7.34697892	7.32369661	1	0	0	0	0
2024-10-01 22:44:30	1.8487514415000001	7.34773682575	7.32369661	1	0	0	0	0
2024-10-01 22:44:40	1.84843814	7.3484849388	7.32369661	1	0	0	0	0
2024-10-01 22:44:50	1.848008141147541	7.349219081967213	7.32369661	1	0	0	0	0
2024-10-01 22:45:00	1.8484218450704224	7.346625943661971	7.32369661	1	0	0	0	0
2024-10-01 22:45:10	1.848777848695652	7.345617942028985	7.32369661	1	0	0	0	0
2024-10-01 22:45:20	1.84892476	7.345649802816902	7.32369661	1	0	0	0	0
2024-10-01 22:45:30	1.8487865285	7.34595007975	7.32369661	1	0	0	0	0
2024-10-01 22:45:40	1.84821832	7.346890556122449	7.32369661	1	0	0	0	0
2024-10-01 22:45:50	1.8481982803703705	7.346120724444444	7.32369661	1	0	0	0	0
